"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"C:\DevTools\NetLogo\models\Sample Models\Social Science\Rebellion.nlogox"
"legitimacy-sudden-drop"
"06/30/2026 13:10:50:461 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","39","0","39"
"[run number]","movement?","initial-cop-density","initial-agent-density","vision","max-jail-term","[step]","count agents with [active?]","count agents with [jail-term > 0]","count cops","government-legitimacy"
"2","true","4","70","7","30","92","156","562","64","0.7"
"1","true","4","70","7","30","95","6","641","64","0.7"
"3","true","4","70","7","30","95","42","674","64","0.7"
"2","true","4","70","7","30","93","116","592","64","0.7"
"1","true","4","70","7","30","96","0","623","64","0.7"
"3","true","4","70","7","30","96","8","678","64","0.7"
"4","true","4","70","7","30","75","0","0","64","0.9"
"2","true","4","70","7","30","94","71","625","64","0.7"
"3","true","4","70","7","30","97","0","665","64","0.7"
"1","true","4","70","7","30","97","6","591","64","0.7"
"2","true","4","70","7","30","95","21","632","64","0.7"
"1","true","4","70","7","30","98","0","576","64","0.7"
"3","true","4","70","7","30","98","0","626","64","0.7"
"4","true","4","70","7","30","76","0","0","64","0.9"
"2","true","4","70","7","30","96","1","615","64","0.7"
"3","true","4","70","7","30","99","9","606","64","0.7"
"1","true","4","70","7","30","99","0","547","64","0.7"
"3","true","4","70","7","30","100","1","585","64","0.7"
"2","true","4","70","7","30","97","2","588","64","0.7"
"1","true","4","70","7","30","100","0","521","64","0.7"
"3","true","4","70","7","30","101","0","554","64","0.7"
"2","true","4","70","7","30","98","1","559","64","0.7"
"4","true","4","70","7","30","77","0","0","64","0.9"
"1","true","4","70","7","30","101","3","499","64","0.7"
"2","true","4","70","7","30","99","1","533","64","0.7"
"3","true","4","70","7","30","102","1","517","64","0.7"
"1","true","4","70","7","30","102","0","470","64","0.7"
"2","true","4","70","7","30","100","0","512","64","0.7"
"4","true","4","70","7","30","78","0","0","64","0.9"
"3","true","4","70","7","30","103","3","492","64","0.7"
"1","true","4","70","7","30","103","2","450","64","0.7"
"2","true","4","70","7","30","101","2","490","64","0.7"
"3","true","4","70","7","30","104","0","465","64","0.7"
"1","true","4","70","7","30","104","1","414","64","0.7"
"2","true","4","70","7","30","102","1","468","64","0.7"
"3","true","4","70","7","30","105","1","435","64","0.7"
"4","true","4","70","7","30","79","0","0","64","0.9"
"2","true","4","70","7","30","103","2","450","64","0.7"
"1","true","4","70","7","30","105","1","375","64","0.7"
"3","true","4","70","7","30","106","2","410","64","0.7"
"2","true","4","70","7","30","104","0","415","64","0.7"
"3","true","4","70","7","30","107","3","380","64","0.7"
"1","true","4","70","7","30","106","0","351","64","0.7"
"4","true","4","70","7","30","80","0","0","64","0.9"
"2","true","4","70","7","30","105","0","395","64","0.7"
"3","true","4","70","7","30","108","5","352","64","0.7"
"1","true","4","70","7","30","107","1","316","64","0.7"
"2","true","4","70","7","30","106","1","369","64","0.7"
"3","true","4","70","7","30","109","0","322","64","0.7"
"1","true","4","70","7","30","108","63","296","64","0.7"
"4","true","4","70","7","30","81","409","51","64","0.7"
"2","true","4","70","7","30","107","8","337","64","0.7"
"3","true","4","70","7","30","110","10","289","64","0.7"
"1","true","4","70","7","30","109","238","331","64","0.7"
"2","true","4","70","7","30","108","47","327","64","0.7"
"3","true","4","70","7","30","111","119","292","64","0.7"
"4","true","4","70","7","30","82","646","109","64","0.7"
"1","true","4","70","7","30","110","338","361","64","0.7"
"2","true","4","70","7","30","109","176","352","64","0.7"
"3","true","4","70","7","30","112","318","307","64","0.7"
"1","true","4","70","7","30","111","309","381","64","0.7"
"4","true","4","70","7","30","83","591","164","64","0.7"
"2","true","4","70","7","30","110","318","377","64","0.7"
"3","true","4","70","7","30","113","386","345","64","0.7"
"1","true","4","70","7","30","112","291","408","64","0.7"
"2","true","4","70","7","30","111","309","407","64","0.7"
"3","true","4","70","7","30","114","349","364","64","0.7"
"1","true","4","70","7","30","113","263","432","64","0.7"
"4","true","4","70","7","30","84","534","215","64","0.7"
"2","true","4","70","7","30","112","280","435","64","0.7"
"3","true","4","70","7","30","115","329","389","64","0.7"
"1","true","4","70","7","30","114","237","453","64","0.7"
"2","true","4","70","7","30","113","253","450","64","0.7"
"4","true","4","70","7","30","85","483","263","64","0.7"
"3","true","4","70","7","30","116","305","423","64","0.7"
"1","true","4","70","7","30","115","216","482","64","0.7"
"2","true","4","70","7","30","114","233","472","64","0.7"
"1","true","4","70","7","30","116","188","507","64","0.7"
"4","true","4","70","7","30","86","436","313","64","0.7"
"3","true","4","70","7","30","117","271","454","64","0.7"
"2","true","4","70","7","30","115","214","493","64","0.7"
"1","true","4","70","7","30","117","163","534","64","0.7"
"3","true","4","70","7","30","118","238","475","64","0.7"
"4","true","4","70","7","30","87","384","363","64","0.7"
"2","true","4","70","7","30","116","189","523","64","0.7"
"1","true","4","70","7","30","118","126","554","64","0.7"
"3","true","4","70","7","30","119","220","498","64","0.7"
"1","true","4","70","7","30","119","109","581","64","0.7"
"2","true","4","70","7","30","117","150","545","64","0.7"
"4","true","4","70","7","30","88","335","416","64","0.7"
"3","true","4","70","7","30","120","195","524","64","0.7"
"1","true","4","70","7","30","120","57","610","64","0.7"
"2","true","4","70","7","30","118","124","571","64","0.7"
"3","true","4","70","7","30","121","169","561","64","0.7"
"4","true","4","70","7","30","89","282","454","64","0.7"
"1","true","4","70","7","30","121","15","622","64","0.7"
"2","true","4","70","7","30","119","92","601","64","0.7"
"3","true","4","70","7","30","122","127","584","64","0.7"
"1","true","4","70","7","30","122","2","604","64","0.7"
"4","true","4","70","7","30","90","243","490","64","0.7"
"2","true","4","70","7","30","120","59","622","64","0.7"
"3","true","4","70","7","30","123","89","613","64","0.7"
"1","true","4","70","7","30","123","3","578","64","0.7"
"2","true","4","70","7","30","121","11","642","64","0.7"
"4","true","4","70","7","30","91","207","525","64","0.7"
"3","true","4","70","7","30","124","48","642","64","0.7"
"1","true","4","70","7","30","124","1","549","64","0.7"
"2","true","4","70","7","30","122","2","612","64","0.7"
"3","true","4","70","7","30","125","18","648","64","0.7"
"4","true","4","70","7","30","92","173","560","64","0.7"
"1","true","4","70","7","30","125","3","526","64","0.7"
"2","true","4","70","7","30","123","2","585","64","0.7"
"3","true","4","70","7","30","126","3","621","64","0.7"
"4","true","4","70","7","30","93","132","588","64","0.7"
"1","true","4","70","7","30","126","8","521","64","0.7"
"2","true","4","70","7","30","124","1","559","64","0.7"
"3","true","4","70","7","30","127","1","594","64","0.7"
"1","true","4","70","7","30","127","2","496","64","0.7"
"2","true","4","70","7","30","125","3","536","64","0.7"
"4","true","4","70","7","30","94","100","623","64","0.7"
"3","true","4","70","7","30","128","3","564","64","0.7"
"2","true","4","70","7","30","126","1","520","64","0.7"
"1","true","4","70","7","30","128","2","475","64","0.7"
"3","true","4","70","7","30","129","1","556","64","0.7"
"4","true","4","70","7","30","95","43","650","64","0.7"
"2","true","4","70","7","30","127","1","492","64","0.7"
"3","true","4","70","7","30","130","0","532","64","0.7"
"1","true","4","70","7","30","129","0","443","64","0.7"
"4","true","4","70","7","30","96","5","651","64","0.7"
